007592530344,CRYS FARM,BACON CHDDR CHEESE,12,6    OZ,01/01/2017,7.81,0.3,26.75,18.94,1.58,7.81,,7.81,7.81,7.81,,,7.81,7.81,7.81,N,N
007592530607,CRYSTAL F,SHRED GARLIC JACK,12,7OZ,01/01/2017,7.81,0.3,26.75,18.94,1.58,7.81,,7.81,7.81,7.81,,,7.81,7.81,7.81,N,N
007592530606,CRYSTAL F,GRLC JACK EW CHUNK,12,7OZ,01/01/2017,7.81,0.3,26.75,18.94,1.58,7.81,,7.81,7.81,7.81,,,7.81,7.81,7.81,N,N
007592530209,CRYSTAL F,RF PEPPER JACK EW,12,8OZ,01/01/2017,7.81,0.3,26.75,18.94,1.58,7.81,,7.81,7.81,7.81,,,7.81,7.81,7.81,N,N
007592530104,CRYSTAL F,MONTERY JACK CHUNK,12,8OZ,01/01/2017,7.81,0.3,26.75,18.94,1.58,7.81,,7.81,7.81,7.81,,,7.81,7.81,7.81,N,N
007592530102,CRYSTAL F,COLBY EXCT WGT CHK,12,8OZ,01/01/2017,7.81,0.3,26.75,18.94,1.58,7.81,,7.81,7.81,7.81,,,7.81,7.81,7.81,N,N
007592530217,CRYSTAL F,CF RF MJ EW,12,8OZ,01/01/2017,7.81,0.3,26.75,18.94,1.58,7.81,,7.81,7.81,7.81,,,7.81,7.81,7.81,N,N
007592530101,CRYSTAL F,COLBY CHNK 1/2MOON,12,8OZ,01/01/2017,7.81,0.3,26.75,18.94,1.58,7.81,,7.81,7.81,7.81,,,7.81,7.81,7.81,N,N
007592529971,CRYSTAL,CF RF SHARP EW,12,8OZ,01/01/2017,7.81,0.3,26.75,18.94,1.58,7.81,,7.81,7.81,7.81,,,7.81,7.81,7.81,N,N
007592530089,CRYSTAL F,EW HOT PEPPER CHNK,12,8OZ,01/01/2017,7.81,0.3,26.75,18.94,1.58,7.81,,7.81,7.81,7.81,,,7.81,7.81,7.81,N,N
007592596043,CRYSTAL F,ASIAGO&PARMSN SHRD,12,6OZ,01/01/2017,7.81,0.3,26.75,18.94,1.58,7.81,,7.81,7.81,7.81,,,7.81,7.81,7.81,N,N
007592530105,CRYSTAL F,EXT WT SHRP CHEDDR,12,8OZ,01/01/2017,7.81,0.3,26.75,18.94,1.58,7.81,,7.81,7.81,7.81,,,7.81,7.81,7.81,N,N
007592530107,CRYSTAL F,CHNKS XTRA SHP CHD,12,8OZ,01/01/2017,7.81,0.3,26.75,18.94,1.58,7.81,,7.81,7.81,7.81,,,7.81,7.81,7.81,N,N
007592530615,CRYSTAL F,EW MONT JCK W/DILL,12,8OZ,01/01/2017,7.81,0.3,26.75,18.94,1.58,7.81,,7.81,7.81,7.81,,,7.81,7.81,7.81,N,N
007592530616,CRYSTAL F,CHIPOTLE CHED EW,12,8OZ,01/01/2017,7.81,0.3,26.75,18.94,1.58,7.81,,7.81,7.81,7.81,,,7.81,7.81,7.81,N,N
007592530110,CRYSTAL F,GOUDA CHUNK,12,7    OZ,01/01/2017,7.81,0.3,26.75,18.94,1.58,7.81,,7.81,7.81,7.81,,,7.81,7.81,7.81,N,N
007592530106,CRYSTAL F,EW MILD CHEDDR CHK,12,8OZ,01/01/2017,7.81,0.3,26.75,18.94,1.58,7.81,,7.81,7.81,7.81,,,7.81,7.81,7.81,N,N
007592530227,CRYSTAL (,CF PROVOLONE EW,12,8    OZ,01/01/2017,7.81,0.3,26.75,18.94,1.58,7.81,,7.81,7.81,7.81,,,7.81,7.81,7.81,N,N
007592530103,CRYSTAL F,EW MED CHEDDR CHNK,12,8OZ,01/01/2017,7.81,0.3,26.75,18.94,1.58,7.81,,7.81,7.81,7.81,,,7.81,7.81,7.81,N,N
007592530048,CRYSTAL F,EW MRBL CHEDDR CHK,12,8OZ,01/01/2017,7.81,0.3,26.75,18.94,1.58,7.81,,7.81,7.81,7.81,,,7.81,7.81,7.81,N,N
007592530019,CRYSTAL,CHUNKS MOZZARELLA,12,8OZ,01/01/2017,7.81,0.3,26.75,18.94,1.58,7.81,,7.81,7.81,7.81,,,7.81,7.81,7.81,N,N
007592530111,CRYSTAL F,EXT WT CHK MBL JCK,12,8OZ,01/01/2017,7.81,0.3,26.75,18.94,1.58,7.81,,7.81,7.81,7.81,,,7.81,7.81,7.81,N,N
007592530108,CRYSTAL F,FARMER CHSE CHUNK,12,8OZ,01/01/2017,7.81,0.3,26.75,18.94,1.58,7.81,,7.81,7.81,7.81,,,7.81,7.81,7.81,N,N
007592530225,CRYSTAL F,CF JAP & HAB EW,12,8OZ,01/01/2017,7.81,0.3,26.75,18.94,1.58,7.81,,7.81,7.81,7.81,,,7.81,7.81,7.81,N,N
007592530617,CRYSTAL F,RSTD RED PEPPER EW,12,8OZ,01/01/2017,7.81,0.3,26.75,18.94,1.58,7.81,,7.81,7.81,7.81,,,7.81,7.81,7.81,N,N
007592530640,CRYSTAL F,RF MOZZARELLA SHRD,12,8    OZ,01/01/2017,7.81,0.3,26.75,18.94,1.58,7.81,,7.81,7.81,7.81,,,7.81,7.81,7.81,N,N
007592530629,CRYSTAL F,FINE SHRED CHEDDAR,12,8OZ,01/01/2017,7.81,0.3,26.75,18.94,1.58,7.81,,7.81,7.81,7.81,,,7.81,7.81,7.81,N,N
007592530635,CRYSTAL F,6CHS ITALIAN SHRED,12,8    OZ,01/01/2017,7.81,0.3,26.75,18.94,1.58,7.81,,7.81,7.81,7.81,,,7.81,7.81,7.81,N,N
007592530627,CRYSTAL F,FN SHRD TACO BLEND,12,8    OZ,01/01/2017,7.81,0.3,26.75,18.94,1.58,7.81,,7.81,7.81,7.81,,,7.81,7.81,7.81,N,N
007592530631,CRYSTAL F,FNSHRD MOZZ LW MST,12,8OZ,01/01/2017,7.81,0.3,26.75,18.94,1.58,7.81,,7.81,7.81,7.81,,,7.81,7.81,7.81,N,N
007592530633,CRYSTAL F,FN SHR CLB/MRBL JK,12,8OZ,01/01/2017,7.81,0.3,26.75,18.94,1.58,7.81,,7.81,7.81,7.81,,,7.81,7.81,7.81,N,N
007592530630,CRYSTAL F,FNSHR WI SHRP CHDR,12,8    OZ,01/01/2017,7.81,0.3,26.75,18.94,1.58,7.81,,7.81,7.81,7.81,,,7.81,7.81,7.81,N,N
007592530646,CRYSTAL F,3 PEPPER SHRED,12,8    OZ,01/01/2017,7.81,0.3,26.75,18.94,1.58,7.81,,7.81,7.81,7.81,,,7.81,7.81,7.81,N,N
007592530628,CRYSTAL F,SHRD CHEDDAR JACK,12,8    OZ,01/01/2017,7.81,0.3,26.75,18.94,1.58,7.81,,7.81,7.81,7.81,,,7.81,7.81,7.81,N,N
007592530634,CRYSTAL F,SHR MEXCN 3CHS BLD,12,8    OZ,01/01/2017,7.81,0.3,26.75,18.94,1.58,7.81,,7.81,7.81,7.81,,,7.81,7.81,7.81,N,N
007592530621,CRYSTAL F,SHRED MOZZARELLA,12,8OZ,01/01/2017,7.81,0.3,26.75,18.94,1.58,7.81,,7.81,7.81,7.81,,,7.81,7.81,7.81,N,N
007592530622,CRYSTAL F,SHREDDED CHEDDAR,12,8OZ,01/01/2017,7.81,0.3,26.75,18.94,1.58,7.81,,7.81,7.81,7.81,,,7.81,7.81,7.81,N,N
007592530624,CRYSTAL F,SHR MEXCN 4CHS BLD,12,8    OZ,01/01/2017,7.81,0.3,26.75,18.94,1.58,7.81,,7.81,7.81,7.81,,,7.81,7.81,7.81,N,N
007592530625,CRYSTAL F,SHRED MARBLE JACK,12,8OZ,01/01/2017,7.81,0.3,26.75,18.94,1.58,7.81,,7.81,7.81,7.81,,,7.81,7.81,7.81,N,N
007592530637,CRYSTAL F,SHRED PIZZA BLEND,12,8    OZ,01/01/2017,7.81,0.3,26.75,18.94,1.58,7.81,,7.81,7.81,7.81,,,7.81,7.81,7.81,N,N
007592530626,CRYSTAL F,SHRD PIZZERIA BLND,12,8    OZ,01/01/2017,7.81,0.3,26.75,18.94,1.58,7.81,,7.81,7.81,7.81,,,7.81,7.81,7.81,N,N
007592530641,CRYSTAL F,RF SHRED CHEDDAR,12,8    OZ,01/01/2017,7.81,0.3,26.75,18.94,1.58,7.81,,7.81,7.81,7.81,,,7.81,7.81,7.81,N,N
007592530647,CRYSTAL F,SHRD RF MEXCN TACO,12,8    OZ,01/01/2017,7.81,0.3,26.75,18.94,1.58,7.81,,7.81,7.81,7.81,,,7.81,7.81,7.81,N,N
007592530642,CRYSTAL F,RF SHRD MARBLE JCK,12,8    OZ,01/01/2017,7.81,0.3,26.75,18.94,1.58,7.81,,7.81,7.81,7.81,,,7.81,7.81,7.81,N,N
007592530623,CRYSTAL F,SHRD WI SHRP CHEDR,12,8OZ,01/01/2017,7.81,0.3,26.75,18.94,1.58,7.81,,7.81,7.81,7.81,,,7.81,7.81,7.81,N,N
007592530645,CRYSTAL F,SHR RF MEX 4CHS BL,12,8    OZ,01/01/2017,7.81,0.3,26.75,18.94,1.58,7.81,,7.81,7.81,7.81,,,7.81,7.81,7.81,N,N
007592530644,CRYSTAL F,SHRD RF SHRP CHEDR,12,8    OZ,01/01/2017,7.81,0.3,26.75,18.94,1.58,7.81,,7.81,7.81,7.81,,,7.81,7.81,7.81,N,N
007592530643,CRYSTAL F,SHR WI WHT SHP CHD,12,8    OZ,01/01/2017,7.81,0.3,26.75,18.94,1.58,7.81,,7.81,7.81,7.81,,,7.81,7.81,7.81,N,N
007592530639,CRYSTAL F,SHRED WI MONT JACK,12,8    OZ,01/01/2017,7.81,0.3,26.75,18.94,1.58,7.81,,7.81,7.81,7.81,,,7.81,7.81,7.81,N,N
007592530460,CRYSTL F,MUENSTER CHEESE,12,8OZ,01/01/2017,7.81,0.3,26.75,18.94,1.58,7.81,,7.81,7.81,7.81,,,7.81,7.81,7.81,N,N
007592596042,CRYSTAL F,CF PARM SHRED,12,6    OZ,01/01/2017,7.81,0.3,26.75,18.94,1.58,7.81,,7.81,7.81,7.81,,,7.81,7.81,7.81,N,N
007592530113,CRYSTAL F,XTRA SHRP CHDR WHT,12,8OZ,01/01/2017,7.81,0.3,26.75,18.94,1.58,7.81,,7.81,7.81,7.81,,,7.81,7.81,7.81,N,N
007592530464,CRYSTAL F,CF CHED JACK CHUNK,12,8OZ,01/01/2017,7.81,0.3,26.75,18.94,1.58,7.81,,7.81,7.81,7.81,,,7.81,7.81,7.81,N,N
007592530206,CRYSTAL F,REDUCE FAT CHEDDAR,12,8OZ,01/01/2017,7.81,0.3,26.75,18.94,1.58,7.81,,7.81,7.81,7.81,,,7.81,7.81,7.81,N,N
004148303834,KEMPS,CHIVE SMCRD CTGCHS,12,22OZ,01/01/2017,9.74,0.3,33.36,23.62,1.97,9.74,9.24,9.74,9.74,7.46,,7.46,7.46,7.46,,N,N
004148301157,KEMPS,SML CURD COTTG CHS,12,22OZ,01/01/2017,9.74,0.3,33.36,23.62,1.97,9.74,9.24,9.74,9.74,7.46,,7.46,7.46,7.46,,N,N
004148301173,KEMPS,2% COTTAGE CHEESE,12,22OZ,01/01/2017,9.74,0.3,33.36,23.62,1.97,9.74,9.24,9.74,9.74,7.46,,7.46,7.46,7.46,,N,N
004148301710,KEMPS,FF COTTAGE CHEESE,12,22OZ,01/01/2017,9.74,0.3,33.36,23.62,1.97,9.74,9.24,9.74,9.74,7.46,,7.46,7.46,7.46,,N,N
004148301162,KEMPS,COTTGE CHSE LG,12,22OZ,01/01/2017,9.74,0.3,33.36,23.62,1.97,9.74,9.24,9.74,9.74,7.46,,7.46,7.46,7.46,,N,N
004148300141,KEMPS,1% COTTAGE CHEESE,12,22OZ,01/01/2017,9.74,0.3,33.36,23.62,1.97,9.74,9.24,9.74,9.74,7.46,,7.46,7.46,7.46,,N,N
002220000490,MENNEN,SPDSTK FRSH AP/DEO,6,3OZ,01/01/2017,3.72,0.3,12.72,9.00,1.50,3.72,3.72,3.72,3.72,,,,,,,N,N
002220000492,MENNEN,AP SPEED SPRT TLC,6,3OZ,01/01/2017,3.72,0.3,12.72,9.00,1.50,3.72,3.72,3.72,3.72,,,,,,,N,N
002220000491,MENNEN,SPD STK UNSCENTED,6,3OZ,01/01/2017,3.72,0.3,12.72,9.00,1.50,3.72,3.72,3.72,3.72,,,,,,,N,N
002220093008,MENNEN,SPDSTK A/P OCN SRF,6,3OZ,01/01/2017,3.72,0.3,12.72,9.00,1.50,3.72,3.72,3.72,3.72,,,,,,,N,N
002220094152,SPEEDSTIK,REGULAR DEODORANT,6,3    OZ,01/01/2017,3.72,0.3,12.72,9.00,1.50,3.72,3.72,3.72,3.72,,,,,,,N,N
002220093009,SPEEDSTIK,DEO ACTIVE FRESH,6,03OZ,01/01/2017,3.72,0.3,12.72,9.00,1.50,3.72,3.72,3.72,3.72,,,,,,,N,N
002220095036,SPEEDSTIK,IRISHSPRING AP ORG,6,2.7OZ,01/01/2017,3.72,0.3,12.72,9.00,1.50,3.72,3.72,3.72,3.72,,,,,,,N,N
081993301097,LA BELLA,SPR HOLD STYLE GEL,6,35.3 OZ,01/22/2017,4.2,0.3,14.4,10.20,1.70,,,,4.2,4.2,4.2,4.2,4.2,,,N,N
005210009030,MCCORMICK,TURKEY GRVY PREPK#,384,.87 OZ,03/05/2017,104.0,0.3,357.12,253.12,0.66,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,104.0,Y,N
008000049524,&STARKIST,60/2.6OZ SK TC PCH,60,2.6  OZ,01/01/2017,20.4,0.3,70.2,49.80,0.83,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,Y,Y
008000051308,&STARKIST,SK 60/2.6 OZ TC PO,60,2.6  OZ,01/01/2017,20.4,0.3,70.2,49.80,0.83,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,Y,Y
008000049524,STARKIST,CHUNK LIGHT POUCH,60,2.60OZ,01/01/2017,20.4,0.3,70.2,49.80,0.83,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,Y,Y
007726004055,&R STOVER,TRUFFLE ASST.,6,12OZ,01/01/2017,12.0,0.3,41.25,29.25,4.88,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,,,N,Y
007726004171,&R STOVER,DARK CHOC ASSTMENT,6,12   OZ,01/01/2017,12.0,0.3,41.25,29.25,4.88,12.0,12.0,12.0,12.0,12.0,12.0,12.0,,,,N,Y
007726004021,R STOVER,NUT CHEWY N CRISP,6,12   OZ,01/01/2017,12.0,0.3,41.25,29.25,4.88,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,,,N,Y
007726009983,&R STOVER,PECAN DELIGHT,6,11   OZ,01/01/2017,12.0,0.3,41.25,29.25,4.88,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,,,N,Y
007726009983,&R STOVER,PECAN DELIGHT,6,11OZ,01/01/2017,12.0,0.3,41.25,29.25,4.88,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,,,N,Y
007726004021,R STOVER,NUT CHEW CRISP,6,12   OZ,01/01/2017,12.0,0.3,41.25,29.25,4.88,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,,,N,Y
002190845557,CASCADIAN,MLTGRN SQUARES CER,10,12.3 OZ,01/01/2017,8.4,0.3,28.9,20.50,2.05,8.4,8.4,8.4,8.4,,,,,,,N,N
008000051604,STARKIST,TUNA CRTN HOT BFLO,24,2.6  OZ,01/01/2017,8.18,0.3,28.08,19.90,0.83,8.18,8.18,,,8.18,8.18,8.18,8.18,8.18,8.18,N,N
008000051590,STARKIST,KIDS CRTN BCN RNCH,24,2.6  OZ,01/01/2017,8.18,0.3,28.08,19.90,0.83,8.18,8.18,,,8.18,8.18,8.18,8.18,8.18,8.18,N,N
008000050527,STARKIST,CH LT LOW SOD PCH,24,2.6  OZ,01/01/2017,8.18,0.3,28.08,19.90,0.83,8.18,8.18,,,8.18,8.18,8.18,8.18,8.18,8.18,N,N
008000051309,STARKIST,TC ZESTY LEMON PPR,24,2.6  OZ,01/01/2017,8.18,0.3,28.08,19.90,0.83,8.18,8.18,,,8.18,8.18,8.18,8.18,8.18,8.18,N,N
008000051420,STARKIST,TUNA RANCH POUCH,24,2.6  OZ,01/01/2017,8.18,0.3,28.08,19.90,0.83,8.18,8.18,,,8.18,8.18,8.18,8.18,8.18,8.18,N,N
008000049524,STARKIST,CHUNK LT WTR POUCH,24,2.60OZ,01/01/2017,8.18,0.3,28.08,19.90,0.83,8.18,8.18,,,8.18,8.18,8.18,8.18,8.18,8.18,N,N
008000049526,STARKIST(,CHUNK LT OIL POUCH,24,2.6OZ,01/01/2017,8.18,0.3,28.08,19.90,0.83,8.18,8.18,,,8.18,8.18,8.18,8.18,8.18,8.18,N,N
008000051488,STARKIST,ORG DELI STYLE KIT,12,3.28 OZ,01/01/2017,4.09,0.3,14.04,9.95,0.83,4.09,4.09,,,4.09,4.09,4.09,4.09,4.09,3.84,N,N
008000050239,STARKIST,TUNASLD POUCH CHLT,24,3    OZ,01/01/2017,8.18,0.3,28.08,19.90,0.83,8.18,8.18,,,8.18,8.18,8.18,8.18,8.18,8.18,N,N
008000051304,STARKIST,TC HERB GARLIC,24,2.6  OZ,01/01/2017,8.18,0.3,28.08,19.90,0.83,8.18,8.18,,,8.18,8.18,8.18,8.18,8.18,8.18,N,N
008000051306,STARKIST,TC HICKORY SMOKED,24,2.6  OZ,01/01/2017,8.18,0.3,28.08,19.90,0.83,8.18,8.18,,,8.18,8.18,8.18,8.18,8.18,8.18,N,N
008000049524,&STARKIST,CHNK LT CLIP STRIP,24,2.60OZ,01/01/2017,8.18,0.3,28.08,19.90,0.83,8.18,8.18,,,8.18,8.18,8.18,8.18,8.18,8.18,N,N
008000051308,STARKIST(,TC SWEET AND SPICY,24,2.6  OZ,01/01/2017,8.18,0.3,28.08,19.90,0.83,8.18,8.18,,,8.18,8.18,8.18,8.18,8.18,8.18,N,N
003890002058,DOLE,MXD FRT CHERRY NSA,6,16   OZ,01/08/2017,4.1,0.3,14.1,10.00,1.67,,4.1,4.1,4.1,3.6,,,,,,N,N
003890003047,DOLE,APL DCS/APL RAS SC,6,16   OZ,01/08/2017,4.1,0.3,14.1,10.00,1.67,,4.1,4.1,4.1,3.6,,,,,,N,N
003890003046,DOLE,APL DCS/APL STR SC,6,16   OZ,01/08/2017,4.1,0.3,14.1,10.00,1.67,,4.1,4.1,4.1,3.6,,,,,,N,N
003890003043,DOLE,PA IN PA MNGO SC4P,6,16   OZ,01/08/2017,4.1,0.3,14.1,10.00,1.67,,4.1,4.1,4.1,3.6,,,,,,N,N
003890003049,DOLE,PA IN PCH APL SC4P,6,16   OZ,01/08/2017,4.1,0.3,14.1,10.00,1.67,,4.1,4.1,4.1,3.6,,,,,,N,N
003890004271,DOLE,MANDARIN ORANG NSA,6,16   OZ,01/08/2017,4.1,0.3,14.1,10.00,1.67,,4.1,4.1,4.1,3.6,,,,,,N,N
003890002970,DOLE,DCD PCHS LTSYR 4PK,6,16   OZ,01/08/2017,4.1,0.3,14.1,10.00,1.67,,4.1,4.1,4.1,3.6,,,,,,N,N
003890003032,DOLE,PCHS/STRWBRY 4PK,6,17.2OZ,01/08/2017,4.1,0.3,14.1,10.00,1.67,,4.1,4.1,4.1,3.6,,,,,,N,N
003890003011,DOLE,PEACH PARFAIT 4PK,6,17.2OZ,01/08/2017,4.1,0.3,14.1,10.00,1.67,,4.1,4.1,4.1,3.6,,,,,,N,N
003890003535,DOLE,FRT BWL MIXED,6,17.20OZ,01/08/2017,4.1,0.3,14.1,10.00,1.67,,4.1,4.1,4.1,3.6,,,,,,N,N
003890002060,DOLE,FB CHERRY MIX FRT,6,4PK,01/08/2017,4.1,0.3,14.1,10.00,1.67,,4.1,4.1,4.1,3.6,,,,,,N,N
003890003060,DOLE,FRUIT MIXED 4PK,6,16 OZ,01/08/2017,4.1,0.3,14.1,10.00,1.67,,4.1,4.1,4.1,3.6,,,,,,N,N
003890002919,DOLE,PEACHES DICED NSA,6,16   OZ,01/08/2017,4.1,0.3,14.1,10.00,1.67,,4.1,4.1,4.1,3.6,,,,,,N,N
003890003039,DOLE,TROPICL FRT BWL4PK,6,16OZ,01/08/2017,4.1,0.3,14.1,10.00,1.67,,4.1,4.1,4.1,3.6,,,,,,N,N
003890003008,DOLE,FB MXD FRT BLK CHR,6,4PK,01/08/2017,4.1,0.3,14.1,10.00,1.67,,4.1,4.1,4.1,3.6,,,,,,N,N
003890002900,DOLE,DIC PEAR BOWLS 4PK,6,16FZ,01/08/2017,4.1,0.3,14.1,10.00,1.67,,4.1,4.1,4.1,3.6,,,,,,N,N
003890004207,DOLE,MND ORNGE BOWL 4PK,6,16OZ,01/08/2017,4.1,0.3,14.1,10.00,1.67,,4.1,4.1,4.1,3.6,,,,,,N,N
003890003033,DOLE,MNDRIN BWL GEL 4PK,6,17.2OZ,01/08/2017,4.1,0.3,14.1,10.00,1.67,,4.1,4.1,4.1,3.6,,,,,,N,N
003890000407,DOLE,PINEAPPLE TDBT 4PK,6,16OZ,01/08/2017,4.1,0.3,14.1,10.00,1.67,,4.1,4.1,4.1,3.6,,,,,,N,N
003890003031,DOLE,PNPL/LIME GL 4 PK,6,17.2OZ,01/08/2017,4.1,0.3,14.1,10.00,1.67,,4.1,4.1,4.1,3.6,,,,,,N,N
003890004170,DOLE,RED GRAPEFRUIT LS,6,17.2 OZ,01/08/2017,4.1,0.3,14.1,10.00,1.67,,4.1,4.1,4.1,3.6,,,,,,N,N
003890003533,DOLE,PNAPL SF STRBY 4PK,6,17.2OZ,01/08/2017,4.1,0.3,14.1,10.00,1.67,,4.1,4.1,4.1,3.6,,,,,,N,N
003890003014,DOLE,APL CRML PRFT 4PK,6,17.2OZ,01/08/2017,4.1,0.3,14.1,10.00,1.67,,4.1,4.1,4.1,3.6,,,,,,N,N
003890003012,+GB DOLE,PINEAPPLE PARFAIT,6,4PK,01/08/2017,4.1,0.3,14.1,10.00,1.67,,4.1,4.1,4.1,3.6,,,,,,N,Y
004800113997,&HLLMANNS,REAL MAYO BONUS,12,36   OZ,02/19/2017,16.68,0.3,57.36,40.68,3.39,,,,,,,,16.68,16.68,16.68,N,Y
003549301379,SEA CUISI,GARLC HERB TILAPIA,12,10   OZ,02/19/2017,16.32,0.3,56.08,39.76,3.31,,9.36,9.36,9.36,,,,16.32,16.32,16.32,N,N
003549301440,SEA CUISI,BLACKENED SALMON,12,10   OZ,02/19/2017,16.32,0.3,56.08,39.76,3.31,,9.36,9.36,9.36,,,,16.32,16.32,16.32,N,N
003549389592,SEA CUISI,PARMSN CUST TILAPI,12,10OZ,02/19/2017,16.32,0.3,56.08,39.76,3.31,,9.36,9.36,9.36,,,,16.32,16.32,16.32,N,N
003549301271,SEA CUISN,FIRE RSTD APWD SAL,12,10OZ,02/19/2017,16.32,0.3,56.08,39.76,3.31,,9.36,9.36,9.36,,,,16.32,16.32,16.32,N,N
003549301269,SEA CUISI,CRCKD PEPR TILAPIA,12,10   OZ,02/19/2017,16.32,0.3,56.08,39.76,3.31,,9.36,9.36,9.36,,,,16.32,16.32,16.32,N,N
003549301270,SEA CUISI,ASIAN SPC TILAPIA,12,10   OZ,02/19/2017,16.32,0.3,56.08,39.76,3.31,,9.36,9.36,9.36,,,,16.32,16.32,16.32,N,N
003549389431,SEA CUISI,CRSTD COCNT TLAPIA,12,10   OZ,02/19/2017,16.32,0.3,56.08,39.76,3.31,,9.36,9.36,9.36,,,,16.32,16.32,16.32,N,N
003549329449,SEA CUISI,HERB CRUSTED COD,12,10  OZ,02/19/2017,16.32,0.3,56.08,39.76,3.31,,9.36,9.36,9.36,,,,16.32,16.32,16.32,N,N
003549389463,SEA CUISI,MED CRUSTD SALMON,12,8.5OZ,02/19/2017,16.32,0.3,56.08,39.76,3.31,,9.36,9.36,9.36,,,,16.32,16.32,16.32,N,N
003549329440,SEA CUISI,POTATO CRUSTED COD,12,10  OZ,02/19/2017,16.32,0.3,56.08,39.76,3.31,,9.36,9.36,9.36,,,,16.32,16.32,16.32,N,N
003549389467,SEA CUISI,CRUSTED TILAPIA,12,10  OZ,02/19/2017,16.32,0.3,56.08,39.76,3.31,,9.36,9.36,9.36,,,,16.32,16.32,16.32,N,N
089477300106,&ZEIVA,7FLVRS SODA MX MOD,400,72   FZ,01/01/2017,400.0,0.3,1380,980.00,2.45,400.0,400.0,400.0,400.0,400.0,400.0,400.0,,400.0,400.0,Y,Y
089477300160,&ZEVIA,ASRTD SODA MXD MOD,160,72   FZ,01/01/2017,160.0,0.3,552,392.00,2.45,160.0,160.0,160.0,160.0,160.0,160.0,160.0,,160.0,160.0,Y,Y
004139004760,KIKKOMAN,SAUCE SWEET&SOUR,12,11.5 OZ,01/15/2017,4.56,0.3,15.74,11.18,0.93,,2.28,4.56,4.56,4.56,4.56,2.28,,,,N,N
004132100557,WISHBONE,DRSNG GRLC PARM VN,6,12   FZ,01/01/2017,4.69,0.3,16.18,11.49,1.92,4.69,4.69,4.69,4.44,,,,,,,N,N
004132100553,WISHBONE,EVOO LMN HERB DRSG,6,12   FZ,01/01/2017,4.69,0.3,16.18,11.49,1.92,4.69,4.69,4.69,4.44,,,,,,,N,N
004132100551,WISHBONE,EVOO CAESAR VNGRTT,6,12   FZ,01/01/2017,4.69,0.3,16.18,11.49,1.92,4.69,4.69,4.69,4.44,,,,,,,N,N
004132100550,WISHBONE,DRSNG RBST ITALIAN,6,12   FZ,01/01/2017,4.69,0.3,16.18,11.49,1.92,4.69,4.69,4.69,4.44,,,,,,,N,N
004132100556,WISHBONE,DRSNG RS CRM CAESR,6,12   FZ,01/01/2017,4.69,0.3,16.18,11.49,1.92,4.69,4.69,4.69,4.44,,,,,,,N,N
004132100558,WISHBONE,DRSNG RST GRLC BLS,6,12   FZ,01/01/2017,4.69,0.3,16.18,11.49,1.92,4.69,4.69,4.69,4.44,,,,,,,N,N
004132100552,WISHBONE,DRSNG EVOO GRLC BS,6,12   FZ,01/01/2017,4.69,0.3,16.18,11.49,1.92,4.69,4.69,4.69,4.44,,,,,,,N,N
004132100554,WISHBONE,DRSNG EVOO RD PPR,6,12   FZ,01/01/2017,4.69,0.3,16.18,11.49,1.92,4.69,4.69,4.69,4.44,,,,,,,N,N
004132100555,WISHBONE,DRSNG EVOO SND TOM,6,12   FZ,01/01/2017,4.69,0.3,16.18,11.49,1.92,4.69,4.69,4.69,4.44,,,,,,,N,N
003100090021,PF CHANGS,MNGLN STYL CHICKEN,4,22   OZ,01/01/2017,6.78,0.3,23.36,16.58,4.15,6.78,6.78,6.78,6.78,6.78,2.36,2.36,5.45,5.45,5.45,N,N
003100067023,PF CHANGS,SPICY CHICKEN,4,22OZ,01/01/2017,6.78,0.3,23.36,16.58,4.15,6.78,6.78,6.78,6.78,6.78,2.36,2.36,5.45,5.45,5.45,N,N
003100067024,PF CHANGS,HONEY CHICKEN,4,22OZ,01/01/2017,6.78,0.3,23.36,16.58,4.15,6.78,6.78,6.78,6.78,6.78,2.36,2.36,5.45,5.45,5.45,N,N
003100070001,PF CHANGS,SESAME CHICKEN,4,22   OZ,01/01/2017,6.78,0.3,23.36,16.58,4.15,6.78,6.78,6.78,6.78,6.78,2.36,2.36,5.45,5.45,5.45,N,N
003100067002,PF CHANGS,ORANGE CHICKEN,4,22OZ,01/01/2017,6.78,0.3,23.36,16.58,4.15,6.78,6.78,6.78,6.78,6.78,2.36,2.36,5.45,5.45,5.45,N,N
003100067005,PF CHANGS,SHRIMP LOMEIN,4,22OZ,01/01/2017,6.78,0.3,23.36,16.58,4.15,6.78,6.78,6.78,6.78,6.78,2.36,2.36,5.45,5.45,5.45,N,N
003100067006,PF CHANGS,SWEET&SOUR CHICKEN,4,22OZ,01/01/2017,6.78,0.3,23.36,16.58,4.15,6.78,6.78,6.78,6.78,6.78,2.36,2.36,5.45,5.45,5.45,N,N
